2026-01-28 14:18:48 | INFO | controller | args: Namespace(host='127.0.0.1', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 09:54:43 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:54:43 | INFO | stdout | INFO:     127.0.0.1:50238 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:55:06 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 09:55:06 | INFO | stdout | INFO:     127.0.0.1:41052 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:55:12 | ERROR | stderr | INFO:     Shutting down
2026-02-01 09:55:12 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 09:55:12 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 09:55:12 | ERROR | stderr | INFO:     Finished server process [6616]
2026-02-01 09:58:43 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 09:58:43 | ERROR | stderr | INFO:     Started server process [26210]
2026-02-01 09:58:43 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 09:58:43 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 09:58:43 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 09:58:50 | INFO | stdout | INFO:     127.0.0.1:38798 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:58:56 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 09:58:56 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:58:56 | INFO | stdout | INFO:     127.0.0.1:35964 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:59:00 | INFO | stdout | INFO:     127.0.0.1:35978 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:59:10 | INFO | stdout | INFO:     127.0.0.1:57466 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:59:20 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 09:59:20 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:59:20 | INFO | stdout | INFO:     127.0.0.1:32876 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:59:20 | INFO | stdout | INFO:     127.0.0.1:32892 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:59:41 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:59:41 | INFO | stdout | INFO:     127.0.0.1:38804 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:00:05 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:00:05 | INFO | stdout | INFO:     127.0.0.1:34250 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:00:26 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:00:26 | INFO | stdout | INFO:     127.0.0.1:60858 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:00:50 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:00:50 | INFO | stdout | INFO:     127.0.0.1:59890 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:01:11 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:01:11 | INFO | stdout | INFO:     127.0.0.1:37406 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:01:35 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:01:35 | INFO | stdout | INFO:     127.0.0.1:38414 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:01:56 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:01:56 | INFO | stdout | INFO:     127.0.0.1:50926 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:02:20 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:02:20 | INFO | stdout | INFO:     127.0.0.1:36850 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:02:41 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:02:41 | INFO | stdout | INFO:     127.0.0.1:54822 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:03:05 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:03:05 | INFO | stdout | INFO:     127.0.0.1:35516 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:03:11 | ERROR | stderr | INFO:     Shutting down
2026-02-01 10:03:12 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 10:03:12 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 10:03:12 | ERROR | stderr | INFO:     Finished server process [26210]
2026-02-01 10:34:26 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 10:34:26 | ERROR | stderr | INFO:     Started server process [44351]
2026-02-01 10:34:26 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 10:34:26 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 10:34:26 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 10:34:33 | INFO | stdout | INFO:     127.0.0.1:53014 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:34:39 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 10:34:39 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 10:34:39 | INFO | stdout | INFO:     127.0.0.1:53020 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 10:34:43 | INFO | stdout | INFO:     127.0.0.1:59214 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:34:53 | INFO | stdout | INFO:     127.0.0.1:56586 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:35:03 | INFO | stdout | INFO:     127.0.0.1:43830 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:35:03 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 10:35:03 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 10:35:03 | INFO | stdout | INFO:     127.0.0.1:43838 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 10:35:13 | INFO | stdout | INFO:     127.0.0.1:33568 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:35:24 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:35:24 | INFO | stdout | INFO:     127.0.0.1:41846 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:35:48 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:35:48 | INFO | stdout | INFO:     127.0.0.1:56386 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:36:09 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:36:09 | INFO | stdout | INFO:     127.0.0.1:51720 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:36:33 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:36:33 | INFO | stdout | INFO:     127.0.0.1:38296 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:36:54 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:36:54 | INFO | stdout | INFO:     127.0.0.1:56612 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:37:18 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:37:18 | INFO | stdout | INFO:     127.0.0.1:50804 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:37:39 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:37:39 | INFO | stdout | INFO:     127.0.0.1:50252 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:38:03 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:38:03 | INFO | stdout | INFO:     127.0.0.1:53072 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:38:24 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:38:24 | INFO | stdout | INFO:     127.0.0.1:40486 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:38:48 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:38:48 | INFO | stdout | INFO:     127.0.0.1:36320 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:38:55 | ERROR | stderr | INFO:     Shutting down
2026-02-01 10:38:55 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 10:38:55 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 10:38:55 | ERROR | stderr | INFO:     Finished server process [44351]
2026-02-01 10:49:46 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 10:49:46 | ERROR | stderr | INFO:     Started server process [62433]
2026-02-01 10:49:46 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 10:49:46 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 10:49:46 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 10:49:53 | INFO | stdout | INFO:     127.0.0.1:44008 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:49:59 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 10:49:59 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 10:49:59 | INFO | stdout | INFO:     127.0.0.1:44024 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 10:50:03 | INFO | stdout | INFO:     127.0.0.1:54704 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:50:13 | INFO | stdout | INFO:     127.0.0.1:42580 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:50:23 | INFO | stdout | INFO:     127.0.0.1:42008 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:50:31 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 10:50:31 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 10:50:31 | INFO | stdout | INFO:     127.0.0.1:35724 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 10:50:33 | INFO | stdout | INFO:     127.0.0.1:35730 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:50:44 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:50:44 | INFO | stdout | INFO:     127.0.0.1:38376 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:51:16 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:51:16 | INFO | stdout | INFO:     127.0.0.1:57070 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:51:29 | ERROR | stderr | INFO:     Shutting down
2026-02-01 10:51:29 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 10:51:29 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 10:51:29 | ERROR | stderr | INFO:     Finished server process [62433]
2026-02-01 10:54:35 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 10:54:35 | ERROR | stderr | INFO:     Started server process [80913]
2026-02-01 10:54:35 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 10:54:35 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 10:54:35 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 10:54:41 | INFO | stdout | INFO:     127.0.0.1:38126 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:54:47 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 10:54:47 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 10:54:47 | INFO | stdout | INFO:     127.0.0.1:38142 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 10:54:51 | INFO | stdout | INFO:     127.0.0.1:48616 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:55:01 | INFO | stdout | INFO:     127.0.0.1:40412 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:55:11 | INFO | stdout | INFO:     127.0.0.1:59648 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:55:19 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 10:55:19 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 10:55:19 | INFO | stdout | INFO:     127.0.0.1:59656 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 10:55:21 | INFO | stdout | INFO:     127.0.0.1:41746 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 10:55:32 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:55:32 | INFO | stdout | INFO:     127.0.0.1:37482 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:56:04 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 10:56:04 | INFO | stdout | INFO:     127.0.0.1:48236 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:56:17 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 10:56:17 | INFO | stdout | INFO:     127.0.0.1:40784 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 10:56:18 | ERROR | stderr | INFO:     Shutting down
2026-02-01 10:56:18 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 10:56:18 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 10:56:18 | ERROR | stderr | INFO:     Finished server process [80913]
2026-02-01 18:12:27 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 18:12:27 | ERROR | stderr | INFO:     Started server process [175425]
2026-02-01 18:12:27 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 18:12:27 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 18:12:27 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 18:12:34 | INFO | stdout | INFO:     127.0.0.1:35440 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:12:40 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 18:12:40 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 18:12:40 | INFO | stdout | INFO:     127.0.0.1:35454 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 18:12:44 | INFO | stdout | INFO:     127.0.0.1:49038 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:12:54 | INFO | stdout | INFO:     127.0.0.1:58764 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:13:04 | INFO | stdout | INFO:     127.0.0.1:33266 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:13:11 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 18:13:11 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 18:13:11 | INFO | stdout | INFO:     127.0.0.1:33278 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 18:13:14 | INFO | stdout | INFO:     127.0.0.1:41212 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:13:25 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:13:25 | INFO | stdout | INFO:     127.0.0.1:33034 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:13:56 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:13:56 | INFO | stdout | INFO:     127.0.0.1:46108 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:14:10 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:14:10 | INFO | stdout | INFO:     127.0.0.1:45790 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:14:41 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:14:41 | INFO | stdout | INFO:     127.0.0.1:47984 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:14:55 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:14:55 | INFO | stdout | INFO:     127.0.0.1:43270 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:15:26 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:15:26 | INFO | stdout | INFO:     127.0.0.1:60334 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:15:40 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:15:40 | INFO | stdout | INFO:     127.0.0.1:57182 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:16:11 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:16:11 | INFO | stdout | INFO:     127.0.0.1:47426 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:16:25 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:16:25 | INFO | stdout | INFO:     127.0.0.1:51430 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:16:56 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:16:56 | INFO | stdout | INFO:     127.0.0.1:36102 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:17:10 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:17:10 | INFO | stdout | INFO:     127.0.0.1:52824 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:17:41 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:17:41 | INFO | stdout | INFO:     127.0.0.1:47898 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:17:55 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:17:55 | INFO | stdout | INFO:     127.0.0.1:59820 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:18:26 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:18:26 | INFO | stdout | INFO:     127.0.0.1:47448 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:18:40 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:18:40 | INFO | stdout | INFO:     127.0.0.1:41274 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:19:11 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:19:11 | INFO | stdout | INFO:     127.0.0.1:51574 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:19:25 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:19:25 | INFO | stdout | INFO:     127.0.0.1:41084 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:19:56 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:19:56 | INFO | stdout | INFO:     127.0.0.1:33034 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:20:10 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:20:10 | INFO | stdout | INFO:     127.0.0.1:51124 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:20:41 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:20:41 | INFO | stdout | INFO:     127.0.0.1:49916 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:20:56 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:20:56 | INFO | stdout | INFO:     127.0.0.1:57840 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:21:26 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:21:26 | INFO | stdout | INFO:     127.0.0.1:49152 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:21:41 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:21:41 | INFO | stdout | INFO:     127.0.0.1:36554 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:22:11 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:22:11 | INFO | stdout | INFO:     127.0.0.1:44794 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:22:25 | ERROR | stderr | INFO:     Shutting down
2026-02-01 18:22:25 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 18:22:25 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 18:22:25 | ERROR | stderr | INFO:     Finished server process [175425]
2026-02-01 18:33:33 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 18:33:33 | ERROR | stderr | INFO:     Started server process [205043]
2026-02-01 18:33:33 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 18:33:33 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 18:33:33 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 18:33:40 | INFO | stdout | INFO:     127.0.0.1:52090 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:33:45 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 18:33:45 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 18:33:45 | INFO | stdout | INFO:     127.0.0.1:59006 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 18:33:50 | INFO | stdout | INFO:     127.0.0.1:59016 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:34:00 | INFO | stdout | INFO:     127.0.0.1:45376 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:34:10 | INFO | stdout | INFO:     127.0.0.1:46200 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:34:17 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 18:34:17 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 18:34:17 | INFO | stdout | INFO:     127.0.0.1:54160 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 18:34:20 | INFO | stdout | INFO:     127.0.0.1:54176 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 18:34:30 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:34:30 | INFO | stdout | INFO:     127.0.0.1:38428 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:35:02 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:35:02 | INFO | stdout | INFO:     127.0.0.1:51540 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:35:15 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:35:15 | INFO | stdout | INFO:     127.0.0.1:54008 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:35:47 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:35:47 | INFO | stdout | INFO:     127.0.0.1:33954 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:36:01 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:36:01 | INFO | stdout | INFO:     127.0.0.1:55996 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:36:32 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:36:32 | INFO | stdout | INFO:     127.0.0.1:59142 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:36:46 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:36:46 | INFO | stdout | INFO:     127.0.0.1:32804 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:37:17 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:37:17 | INFO | stdout | INFO:     127.0.0.1:42060 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:37:31 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:37:31 | INFO | stdout | INFO:     127.0.0.1:34486 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:38:02 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:38:02 | INFO | stdout | INFO:     127.0.0.1:53012 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:38:16 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:38:16 | INFO | stdout | INFO:     127.0.0.1:60086 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:38:47 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:38:47 | INFO | stdout | INFO:     127.0.0.1:58158 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:39:01 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:39:01 | INFO | stdout | INFO:     127.0.0.1:39066 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:39:32 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:39:32 | INFO | stdout | INFO:     127.0.0.1:53390 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:39:46 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:39:46 | INFO | stdout | INFO:     127.0.0.1:58792 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:40:17 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:40:17 | INFO | stdout | INFO:     127.0.0.1:41622 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:40:31 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:40:31 | INFO | stdout | INFO:     127.0.0.1:43956 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:41:02 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:41:02 | INFO | stdout | INFO:     127.0.0.1:35208 - "POST /receive_heart_beat HTTP/1.1" 200 OK
